mode,numerator,denominator,onsets,groupedDigitsString,canonicalContour
hex,8,1,10,"0 1 A C D 6 0 0","DUDUSDUDUS"
hex,8,1,10,"0 3 5 8 1 4 8 3","DDUDUSDUDU"
hex,8,1,10,"0 3 5 8 1 8 2 5","DDUDUSDUDU"
hex,8,1,10,"0 6 B 0 2 9 0 6","DDUDUSDUDU"
hex,8,1,10,"0 6 B 0 3 0 4 A","DDUDUSDUDU"
hex,8,1,10,"0 D 6 0 5 2 0 C","DDUDUSDUDU"
hex,8,1,10,"0 D 6 0 6 0 9 4","DDUDUSDUDU"
hex,8,1,10,"1 4 8 3 0 3 5 8","DDUDUSDUDU"
hex,8,1,10,"1 8 2 5 0 3 5 8","DDUDUSDUDU"
hex,8,1,10,"1 A C 0 A 4 1 8","DDUDUSDUDU"
hex,8,1,10,"1 A C 0 C 1 2 8","DDUDUSDUDU"
hex,8,1,10,"2 9 0 6 0 6 B 0","DDUDUSDUDU"
hex,8,1,10,"2 9 0 6 4 2 A 1","DDUDDUUDSU"
hex,8,1,10,"3 0 4 A 0 6 B 0","DDUDUSDUDU"
hex,8,1,10,"3 0 4 A 4 2 A 1","DDUDDUUDSU"
hex,8,1,10,"3 5 8 0 0 0 6 B","DUDUSDUDUS"
hex,8,1,10,"4 2 A 1 2 9 0 6","DDUDDUUDSU"
hex,8,1,10,"4 2 A 1 3 0 4 A","DDUDDUUDSU"
hex,8,1,10,"5 2 0 C 0 D 6 0","DDUDUSDUDU"
hex,8,1,10,"5 2 0 C 8 5 4 2","DDUDDUUDSU"
hex,8,1,10,"6 0 9 4 0 D 6 0","DDUDUSDUDU"
hex,8,1,10,"6 0 9 4 8 5 4 2","DDUDDUUDSU"
hex,8,1,10,"6 B 0 0 0 0 D 6","DUDUSDUDUS"
hex,8,1,10,"8 5 4 2 5 2 0 C","DDUDDUUDSU"
hex,8,1,10,"8 5 4 2 6 0 9 4","DDUDDUUDSU"
hex,8,1,10,"A 4 1 8 1 A C 0","DDUDUSDUDU"
hex,8,1,10,"C 1 2 8 1 A C 0","DDUDUSDUDU"
hex,8,1,10,"D 6 0 0 0 1 A C","DUDUSDUDUS"
