mode,numerator,denominator,onsets,groupedDigitsString,canonicalContour
hex,4,1,1,"0 0 0 1",""
hex,4,1,1,"0 0 0 2",""
hex,4,1,1,"0 0 0 4",""
hex,4,1,1,"0 0 0 8",""
hex,4,1,1,"0 0 1 0",""
hex,4,1,1,"0 0 2 0",""
hex,4,1,1,"0 0 4 0",""
hex,4,1,1,"0 0 8 0",""
hex,4,1,1,"0 1 0 0",""
hex,4,1,1,"0 2 0 0",""
hex,4,1,1,"0 4 0 0",""
hex,4,1,1,"0 8 0 0",""
hex,4,1,1,"1 0 0 0",""
hex,4,1,1,"2 0 0 0",""
hex,4,1,1,"4 0 0 0",""
hex,4,1,1,"8 0 0 0",""
hex,4,1,2,"0 0 0 3","DU"
hex,4,1,2,"0 0 0 5","DU"
hex,4,1,2,"0 0 0 6","DU"
hex,4,1,2,"0 0 0 9","DU"
hex,4,1,2,"0 0 0 A","DU"
hex,4,1,2,"0 0 0 C","DU"
hex,4,1,2,"0 0 1 1","DU"
hex,4,1,2,"0 0 1 2","DU"
hex,4,1,2,"0 0 1 4","DU"
hex,4,1,2,"0 0 1 8","DU"
hex,4,1,2,"0 0 2 1","DU"
hex,4,1,2,"0 0 2 2","DU"
hex,4,1,2,"0 0 2 4","DU"
hex,4,1,2,"0 0 2 8","DU"
hex,4,1,2,"0 0 3 0","DU"
hex,4,1,2,"0 0 4 1","DU"
hex,4,1,2,"0 0 4 2","DU"
hex,4,1,2,"0 0 4 4","DU"
hex,4,1,2,"0 0 4 8","DU"
hex,4,1,2,"0 0 5 0","DU"
hex,4,1,2,"0 0 6 0","DU"
hex,4,1,2,"0 0 8 1","DU"
hex,4,1,2,"0 0 8 2","DU"
hex,4,1,2,"0 0 8 4","DU"
hex,4,1,2,"0 0 8 8","DU"
hex,4,1,2,"0 0 9 0","DU"
hex,4,1,2,"0 0 A 0","DU"
hex,4,1,2,"0 0 C 0","DU"
hex,4,1,2,"0 1 0 2","DU"
hex,4,1,2,"0 1 0 4","DU"
hex,4,1,2,"0 1 0 8","DU"
hex,4,1,2,"0 1 1 0","DU"
hex,4,1,2,"0 1 2 0","DU"
hex,4,1,2,"0 1 4 0","DU"
hex,4,1,2,"0 1 8 0","DU"
hex,4,1,2,"0 2 0 1","DU"
hex,4,1,2,"0 2 0 4","DU"
hex,4,1,2,"0 2 0 8","DU"
hex,4,1,2,"0 2 1 0","DU"
hex,4,1,2,"0 2 2 0","DU"
hex,4,1,2,"0 2 4 0","DU"
hex,4,1,2,"0 2 8 0","DU"
hex,4,1,2,"0 3 0 0","DU"
hex,4,1,2,"0 4 0 1","DU"
hex,4,1,2,"0 4 0 2","DU"
hex,4,1,2,"0 4 0 8","DU"
hex,4,1,2,"0 4 1 0","DU"
hex,4,1,2,"0 4 2 0","DU"
hex,4,1,2,"0 4 4 0","DU"
hex,4,1,2,"0 4 8 0","DU"
hex,4,1,2,"0 5 0 0","DU"
hex,4,1,2,"0 6 0 0","DU"
hex,4,1,2,"0 8 0 1","DU"
hex,4,1,2,"0 8 0 2","DU"
hex,4,1,2,"0 8 0 4","DU"
hex,4,1,2,"0 8 1 0","DU"
hex,4,1,2,"0 8 2 0","DU"
hex,4,1,2,"0 8 4 0","DU"
hex,4,1,2,"0 8 8 0","DU"
hex,4,1,2,"0 9 0 0","DU"
hex,4,1,2,"0 A 0 0","DU"
hex,4,1,2,"0 C 0 0","DU"
hex,4,1,2,"1 0 0 1","DU"
hex,4,1,2,"1 0 0 2","DU"
hex,4,1,2,"1 0 0 4","DU"
hex,4,1,2,"1 0 0 8","DU"
hex,4,1,2,"1 0 2 0","DU"
hex,4,1,2,"1 0 4 0","DU"
hex,4,1,2,"1 0 8 0","DU"
hex,4,1,2,"1 1 0 0","DU"
hex,4,1,2,"1 2 0 0","DU"
hex,4,1,2,"1 4 0 0","DU"
hex,4,1,2,"1 8 0 0","DU"
hex,4,1,2,"2 0 0 1","DU"
hex,4,1,2,"2 0 0 2","DU"
hex,4,1,2,"2 0 0 4","DU"
hex,4,1,2,"2 0 0 8","DU"
hex,4,1,2,"2 0 1 0","DU"
hex,4,1,2,"2 0 4 0","DU"
hex,4,1,2,"2 0 8 0","DU"
hex,4,1,2,"2 1 0 0","DU"
hex,4,1,2,"2 2 0 0","DU"
hex,4,1,2,"2 4 0 0","DU"
hex,4,1,2,"2 8 0 0","DU"
hex,4,1,2,"3 0 0 0","DU"
hex,4,1,2,"4 0 0 1","DU"
hex,4,1,2,"4 0 0 2","DU"
hex,4,1,2,"4 0 0 4","DU"
hex,4,1,2,"4 0 0 8","DU"
hex,4,1,2,"4 0 1 0","DU"
hex,4,1,2,"4 0 2 0","DU"
hex,4,1,2,"4 0 8 0","DU"
hex,4,1,2,"4 1 0 0","DU"
hex,4,1,2,"4 2 0 0","DU"
hex,4,1,2,"4 4 0 0","DU"
hex,4,1,2,"4 8 0 0","DU"
hex,4,1,2,"5 0 0 0","DU"
hex,4,1,2,"6 0 0 0","DU"
hex,4,1,2,"8 0 0 1","DU"
hex,4,1,2,"8 0 0 2","DU"
hex,4,1,2,"8 0 0 4","DU"
hex,4,1,2,"8 0 0 8","DU"
hex,4,1,2,"8 0 1 0","DU"
hex,4,1,2,"8 0 2 0","DU"
hex,4,1,2,"8 0 4 0","DU"
hex,4,1,2,"8 1 0 0","DU"
hex,4,1,2,"8 2 0 0","DU"
hex,4,1,2,"8 4 0 0","DU"
hex,4,1,2,"8 8 0 0","DU"
hex,4,1,2,"9 0 0 0","DU"
hex,4,1,2,"A 0 0 0","DU"
hex,4,1,2,"C 0 0 0","DU"
hex,4,1,3,"0 0 0 7","DSU"
hex,4,1,3,"0 0 0 B","DDU"
hex,4,1,3,"0 0 0 D","DDU"
hex,4,1,3,"0 0 0 E","DSU"
hex,4,1,3,"0 0 1 5","DSU"
hex,4,1,3,"0 0 1 6","DDU"
hex,4,1,3,"0 0 1 A","DDU"
hex,4,1,3,"0 0 1 C","DSU"
hex,4,1,3,"0 0 2 A","DSU"
hex,4,1,3,"0 0 2 C","DDU"
hex,4,1,3,"0 0 3 4","DDU"
hex,4,1,3,"0 0 3 8","DSU"
hex,4,1,3,"0 0 4 9","DSU"
hex,4,1,3,"0 0 5 4","DSU"
hex,4,1,3,"0 0 5 8","DDU"
hex,4,1,3,"0 0 6 8","DDU"
hex,4,1,3,"0 0 7 0","DSU"
hex,4,1,3,"0 0 9 2","DSU"
hex,4,1,3,"0 0 A 8","DSU"
hex,4,1,3,"0 0 B 0","DDU"
hex,4,1,3,"0 0 D 0","DDU"
hex,4,1,3,"0 0 E 0","DSU"
hex,4,1,3,"0 1 2 4","DSU"
hex,4,1,3,"0 1 5 0","DSU"
hex,4,1,3,"0 1 6 0","DDU"
hex,4,1,3,"0 1 A 0","DDU"
hex,4,1,3,"0 1 C 0","DSU"
hex,4,1,3,"0 2 0 5","DUS"
hex,4,1,3,"0 2 4 8","DSU"
hex,4,1,3,"0 2 8 1","DUS"
hex,4,1,3,"0 2 A 0","DSU"
hex,4,1,3,"0 2 C 0","DDU"
hex,4,1,3,"0 3 4 0","DDU"
hex,4,1,3,"0 3 8 0","DSU"
hex,4,1,3,"0 4 0 A","DUS"
hex,4,1,3,"0 4 1 1","DUS"
hex,4,1,3,"0 4 2 1","DSU"
hex,4,1,3,"0 4 4 1","DUS"
hex,4,1,3,"0 4 9 0","DSU"
hex,4,1,3,"0 5 0 2","DUS"
hex,4,1,3,"0 5 4 0","DSU"
hex,4,1,3,"0 5 8 0","DDU"
hex,4,1,3,"0 6 8 0","DDU"
hex,4,1,3,"0 7 0 0","DSU"
hex,4,1,3,"0 8 1 4","DUS"
hex,4,1,3,"0 8 2 1","DSU"
hex,4,1,3,"0 8 2 2","DUS"
hex,4,1,3,"0 8 4 1","DSU"
hex,4,1,3,"0 8 4 2","DSU"
hex,4,1,3,"0 8 8 2","DUS"
hex,4,1,3,"0 9 2 0","DSU"
hex,4,1,3,"0 A 0 4","DUS"
hex,4,1,3,"0 A 8 0","DSU"
hex,4,1,3,"0 B 0 0","DDU"
hex,4,1,3,"0 D 0 0","DDU"
hex,4,1,3,"0 E 0 0","DSU"
hex,4,1,3,"1 0 2 8","DUS"
hex,4,1,3,"1 0 4 1","DUS"
hex,4,1,3,"1 0 4 2","DSU"
hex,4,1,3,"1 0 4 4","DUS"
hex,4,1,3,"1 0 8 2","DSU"
hex,4,1,3,"1 0 8 4","DSU"
hex,4,1,3,"1 1 0 4","DUS"
hex,4,1,3,"1 2 4 0","DSU"
hex,4,1,3,"1 4 0 8","DUS"
hex,4,1,3,"1 5 0 0","DSU"
hex,4,1,3,"1 6 0 0","DDU"
hex,4,1,3,"1 A 0 0","DDU"
hex,4,1,3,"1 C 0 0","DSU"
hex,4,1,3,"2 0 0 9","DSU"
hex,4,1,3,"2 0 5 0","DUS"
hex,4,1,3,"2 0 8 2","DUS"
hex,4,1,3,"2 0 8 4","DSU"
hex,4,1,3,"2 0 8 8","DUS"
hex,4,1,3,"2 1 0 4","DSU"
hex,4,1,3,"2 1 0 8","DSU"
hex,4,1,3,"2 2 0 8","DUS"
hex,4,1,3,"2 4 0 1","DSU"
hex,4,1,3,"2 4 8 0","DSU"
hex,4,1,3,"2 8 1 0","DUS"
hex,4,1,3,"2 A 0 0","DSU"
hex,4,1,3,"2 C 0 0","DDU"
hex,4,1,3,"3 4 0 0","DDU"
hex,4,1,3,"3 8 0 0","DSU"
hex,4,1,3,"4 0 0 3","DDU"
hex,4,1,3,"4 0 0 5","DSU"
hex,4,1,3,"4 0 1 2","DSU"
hex,4,1,3,"4 0 8 1","DUS"
hex,4,1,3,"4 0 A 0","DUS"
hex,4,1,3,"4 1 0 4","DUS"
hex,4,1,3,"4 1 0 8","DSU"
hex,4,1,3,"4 1 1 0","DUS"
hex,4,1,3,"4 2 0 8","DSU"
hex,4,1,3,"4 2 1 0","DSU"
hex,4,1,3,"4 4 1 0","DUS"
hex,4,1,3,"4 8 0 2","DSU"
hex,4,1,3,"4 9 0 0","DSU"
hex,4,1,3,"5 0 0 1","DSU"
hex,4,1,3,"5 0 2 0","DUS"
hex,4,1,3,"5 4 0 0","DSU"
hex,4,1,3,"5 8 0 0","DDU"
hex,4,1,3,"6 0 0 1","DDU"
hex,4,1,3,"6 8 0 0","DDU"
hex,4,1,3,"7 0 0 0","DSU"
hex,4,1,3,"8 0 0 3","DSU"
hex,4,1,3,"8 0 0 5","DDU"
hex,4,1,3,"8 0 0 6","DDU"
hex,4,1,3,"8 0 0 A","DSU"
hex,4,1,3,"8 0 2 4","DSU"
hex,4,1,3,"8 1 0 2","DUS"
hex,4,1,3,"8 1 4 0","DUS"
hex,4,1,3,"8 2 0 8","DUS"
hex,4,1,3,"8 2 1 0","DSU"
hex,4,1,3,"8 2 2 0","DUS"
hex,4,1,3,"8 4 1 0","DSU"
hex,4,1,3,"8 4 2 0","DSU"
hex,4,1,3,"8 8 2 0","DUS"
hex,4,1,3,"9 0 0 4","DSU"
hex,4,1,3,"9 2 0 0","DSU"
hex,4,1,3,"A 0 0 1","DDU"
hex,4,1,3,"A 0 0 2","DSU"
hex,4,1,3,"A 0 4 0","DUS"
hex,4,1,3,"A 8 0 0","DSU"
hex,4,1,3,"B 0 0 0","DDU"
hex,4,1,3,"C 0 0 1","DSU"
hex,4,1,3,"C 0 0 2","DDU"
hex,4,1,3,"D 0 0 0","DDU"
hex,4,1,3,"E 0 0 0","DSU"
hex,4,1,4,"0 0 0 F","DSSU"
hex,4,1,4,"0 0 1 E","DSSU"
hex,4,1,4,"0 0 3 C","DSSU"
hex,4,1,4,"0 0 5 5","DSSU"
hex,4,1,4,"0 0 7 8","DSSU"
hex,4,1,4,"0 0 A A","DSSU"
hex,4,1,4,"0 0 F 0","DSSU"
hex,4,1,4,"0 1 5 4","DSSU"
hex,4,1,4,"0 1 E 0","DSSU"
hex,4,1,4,"0 2 2 9","DDUU"
hex,4,1,4,"0 2 4 9","DSSU"
hex,4,1,4,"0 2 5 1","DDUU"
hex,4,1,4,"0 2 A 8","DSSU"
hex,4,1,4,"0 3 C 0","DSSU"
hex,4,1,4,"0 4 5 2","DDUU"
hex,4,1,4,"0 4 9 2","DSSU"
hex,4,1,4,"0 4 A 2","DDUU"
hex,4,1,4,"0 5 5 0","DSSU"
hex,4,1,4,"0 7 8 0","DSSU"
hex,4,1,4,"0 8 4 3","DUSS"
hex,4,1,4,"0 8 6 1","DUSS"
hex,4,1,4,"0 8 A 4","DDUU"
hex,4,1,4,"0 9 2 4","DSSU"
hex,4,1,4,"0 9 4 4","DDUU"
hex,4,1,4,"0 A A 0","DSSU"
hex,4,1,4,"0 C 2 1","DUSS"
hex,4,1,4,"0 F 0 0","DSSU"
hex,4,1,4,"1 0 2 5","DDUU"
hex,4,1,4,"1 0 8 6","DUSS"
hex,4,1,4,"1 0 C 2","DUSS"
hex,4,1,4,"1 1 4 8","DDUU"
hex,4,1,4,"1 2 4 8","DSSU"
hex,4,1,4,"1 2 8 8","DDUU"
hex,4,1,4,"1 4 8 1","DDUU"
hex,4,1,4,"1 5 4 0","DSSU"
hex,4,1,4,"1 8 4 2","DUSS"
hex,4,1,4,"1 E 0 0","DSSU"
hex,4,1,4,"2 0 4 5","DDUU"
hex,4,1,4,"2 0 4 9","DSSU"
hex,4,1,4,"2 0 4 A","DDUU"
hex,4,1,4,"2 1 0 C","DUSS"
hex,4,1,4,"2 1 8 4","DUSS"
hex,4,1,4,"2 2 9 0","DDUU"
hex,4,1,4,"2 4 0 9","DSSU"
hex,4,1,4,"2 4 8 1","DSSU"
hex,4,1,4,"2 4 9 0","DSSU"
hex,4,1,4,"2 5 1 0","DDUU"
hex,4,1,4,"2 8 8 1","DDUU"
hex,4,1,4,"2 9 0 2","DDUU"
hex,4,1,4,"2 A 8 0","DSSU"
hex,4,1,4,"3 0 8 4","DUSS"
hex,4,1,4,"3 C 0 0","DSSU"
hex,4,1,4,"4 0 1 5","DSSU"
hex,4,1,4,"4 0 8 A","DDUU"
hex,4,1,4,"4 0 9 2","DSSU"
hex,4,1,4,"4 0 9 4","DDUU"
hex,4,1,4,"4 2 1 8","DUSS"
hex,4,1,4,"4 3 0 8","DUSS"
hex,4,1,4,"4 4 0 9","DDUU"
hex,4,1,4,"4 5 2 0","DDUU"
hex,4,1,4,"4 8 1 1","DDUU"
hex,4,1,4,"4 8 1 2","DSSU"
hex,4,1,4,"4 9 0 2","DSSU"
hex,4,1,4,"4 9 2 0","DSSU"
hex,4,1,4,"4 A 2 0","DDUU"
hex,4,1,4,"5 0 0 5","DSSU"
hex,4,1,4,"5 1 0 2","DDUU"
hex,4,1,4,"5 2 0 4","DDUU"
hex,4,1,4,"5 4 0 1","DSSU"
hex,4,1,4,"5 5 0 0","DSSU"
hex,4,1,4,"6 1 0 8","DUSS"
hex,4,1,4,"7 8 0 0","DSSU"
hex,4,1,4,"8 0 0 7","DSSU"
hex,4,1,4,"8 0 2 A","DSSU"
hex,4,1,4,"8 1 1 4","DDUU"
hex,4,1,4,"8 1 2 4","DSSU"
hex,4,1,4,"8 1 2 8","DDUU"
hex,4,1,4,"8 4 2 1","DUSS"
hex,4,1,4,"8 4 3 0","DUSS"
hex,4,1,4,"8 6 1 0","DUSS"
hex,4,1,4,"8 8 1 2","DDUU"
hex,4,1,4,"8 A 4 0","DDUU"
hex,4,1,4,"9 0 2 2","DDUU"
hex,4,1,4,"9 0 2 4","DSSU"
hex,4,1,4,"9 2 0 4","DSSU"
hex,4,1,4,"9 2 4 0","DSSU"
hex,4,1,4,"9 4 4 0","DDUU"
hex,4,1,4,"A 0 0 A","DSSU"
hex,4,1,4,"A 2 0 4","DDUU"
hex,4,1,4,"A 4 0 8","DDUU"
hex,4,1,4,"A 8 0 2","DSSU"
hex,4,1,4,"A A 0 0","DSSU"
hex,4,1,4,"C 0 0 3","DSSU"
hex,4,1,4,"C 2 1 0","DUSS"
hex,4,1,4,"E 0 0 1","DSSU"
hex,4,1,4,"F 0 0 0","DSSU"
hex,4,1,5,"0 0 1 F","DSSSU"
hex,4,1,5,"0 0 3 E","DSSSU"
hex,4,1,5,"0 0 6 B","DUDUS"
hex,4,1,5,"0 0 7 C","DSSSU"
hex,4,1,5,"0 0 D 6","DUDUS"
hex,4,1,5,"0 0 F 8","DSSSU"
hex,4,1,5,"0 1 A C","DUDUS"
hex,4,1,5,"0 1 F 0","DSSSU"
hex,4,1,5,"0 3 5 8","DUDUS"
hex,4,1,5,"0 3 E 0","DSSSU"
hex,4,1,5,"0 4 6 9","DDDUU"
hex,4,1,5,"0 4 A 3","DDUDU"
hex,4,1,5,"0 4 B 1","DDDUU"
hex,4,1,5,"0 6 2 9","DDUDU"
hex,4,1,5,"0 6 B 0","DUDUS"
hex,4,1,5,"0 7 C 0","DSSSU"
hex,4,1,5,"0 8 5 5","DSSUS"
hex,4,1,5,"0 8 D 2","DDDUU"
hex,4,1,5,"0 9 4 6","DDUDU"
hex,4,1,5,"0 9 6 2","DDDUU"
hex,4,1,5,"0 A 1 5","DSUDU"
hex,4,1,5,"0 A 8 5","DSUDU"
hex,4,1,5,"0 A A 1","DSSUS"
hex,4,1,5,"0 C 5 2","DDUDU"
hex,4,1,5,"0 D 6 0","DUDUS"
hex,4,1,5,"0 F 8 0","DSSSU"
hex,4,1,5,"1 0 4 B","DDDUU"
hex,4,1,5,"1 0 A A","DSSUS"
hex,4,1,5,"1 1 A 4","DDDUU"
hex,4,1,5,"1 2 4 9","DSSSU"
hex,4,1,5,"1 2 8 C","DDUDU"
hex,4,1,5,"1 2 C 4","DDDUU"
hex,4,1,5,"1 4 2 A","DSUDU"
hex,4,1,5,"1 4 8 3","DDUDU"
hex,4,1,5,"1 5 0 A","DSUDU"
hex,4,1,5,"1 5 4 2","DSSUS"
hex,4,1,5,"1 8 2 5","DDUDU"
hex,4,1,5,"1 8 A 4","DDUDU"
hex,4,1,5,"1 A 4 1","DDDUU"
hex,4,1,5,"1 A C 0","DUDUS"
hex,4,1,5,"1 F 0 0","DSSSU"
hex,4,1,5,"2 0 8 D","DDDUU"
hex,4,1,5,"2 0 9 6","DDDUU"
hex,4,1,5,"2 0 C 5","DDUDU"
hex,4,1,5,"2 1 5 4","DSSUS"
hex,4,1,5,"2 2 4 9","DSSSU"
hex,4,1,5,"2 3 4 8","DDDUU"
hex,4,1,5,"2 4 4 9","DSSSU"
hex,4,1,5,"2 4 8 9","DSSSU"
hex,4,1,5,"2 4 9 1","DSSSU"
hex,4,1,5,"2 4 9 2","DSSSU"
hex,4,1,5,"2 5 1 8","DDUDU"
hex,4,1,5,"2 5 8 8","DDDUU"
hex,4,1,5,"2 8 5 4","DSUDU"
hex,4,1,5,"2 8 C 1","DDUDU"
hex,4,1,5,"2 9 0 6","DDUDU"
hex,4,1,5,"2 A 1 4","DSUDU"
hex,4,1,5,"2 A 8 4","DSSUS"
hex,4,1,5,"2 C 4 1","DDDUU"
hex,4,1,5,"3 0 4 A","DDUDU"
hex,4,1,5,"3 1 4 8","DDUDU"
hex,4,1,5,"3 4 8 2","DDDUU"
hex,4,1,5,"3 5 8 0","DUDUS"
hex,4,1,5,"3 E 0 0","DSSSU"
hex,4,1,5,"4 1 1 A","DDDUU"
hex,4,1,5,"4 1 2 C","DDDUU"
hex,4,1,5,"4 1 8 A","DDUDU"
hex,4,1,5,"4 2 1 5","DSSUS"
hex,4,1,5,"4 2 8 5","DSUDU"
hex,4,1,5,"4 2 A 1","DSUDU"
hex,4,1,5,"4 2 A 8","DSSUS"
hex,4,1,5,"4 4 9 2","DSSSU"
hex,4,1,5,"4 6 0 9","DDUDU"
hex,4,1,5,"4 6 9 0","DDDUU"
hex,4,1,5,"4 8 2 3","DDDUU"
hex,4,1,5,"4 8 3 1","DDUDU"
hex,4,1,5,"4 8 9 2","DSSSU"
hex,4,1,5,"4 9 1 2","DSSSU"
hex,4,1,5,"4 9 2 2","DSSSU"
hex,4,1,5,"4 9 2 4","DSSSU"
hex,4,1,5,"4 A 3 0","DDUDU"
hex,4,1,5,"4 B 1 0","DDDUU"
hex,4,1,5,"5 0 8 5","DSSUS"
hex,4,1,5,"5 0 A 1","DSUDU"
hex,4,1,5,"5 0 A 8","DSUDU"
hex,4,1,5,"5 1 8 2","DDUDU"
hex,4,1,5,"5 2 0 C","DDUDU"
hex,4,1,5,"5 4 2 1","DSSUS"
hex,4,1,5,"5 4 2 8","DSUDU"
hex,4,1,5,"5 5 0 8","DSSUS"
hex,4,1,5,"5 8 0 3","DUDUS"
hex,4,1,5,"5 8 8 2","DDDUU"
hex,4,1,5,"6 0 0 D","DUDUS"
hex,4,1,5,"6 0 9 4","DDUDU"
hex,4,1,5,"6 2 0 9","DDDUU"
hex,4,1,5,"6 2 9 0","DDUDU"
hex,4,1,5,"6 9 0 4","DDDUU"
hex,4,1,5,"6 B 0 0","DUDUS"
hex,4,1,5,"7 C 0 0","DSSSU"
hex,4,1,5,"8 0 0 F","DSSSU"
hex,4,1,5,"8 0 3 5","DUDUS"
hex,4,1,5,"8 2 3 4","DDDUU"
hex,4,1,5,"8 2 5 1","DDUDU"
hex,4,1,5,"8 2 5 8","DDDUU"
hex,4,1,5,"8 3 1 4","DDUDU"
hex,4,1,5,"8 4 2 A","DSSUS"
hex,4,1,5,"8 5 0 A","DSUDU"
hex,4,1,5,"8 5 4 2","DSUDU"
hex,4,1,5,"8 5 5 0","DSSUS"
hex,4,1,5,"8 8 2 5","DDDUU"
hex,4,1,5,"8 9 2 4","DSSSU"
hex,4,1,5,"8 A 4 1","DDUDU"
hex,4,1,5,"8 C 1 2","DDUDU"
hex,4,1,5,"8 D 2 0","DDDUU"
hex,4,1,5,"9 0 4 6","DDDUU"
hex,4,1,5,"9 0 6 2","DDUDU"
hex,4,1,5,"9 1 2 4","DSSSU"
hex,4,1,5,"9 2 2 4","DSSSU"
hex,4,1,5,"9 2 4 4","DSSSU"
hex,4,1,5,"9 2 4 8","DSSSU"
hex,4,1,5,"9 4 6 0","DDUDU"
hex,4,1,5,"9 6 2 0","DDDUU"
hex,4,1,5,"A 1 0 A","DSSUS"
hex,4,1,5,"A 1 4 2","DSUDU"
hex,4,1,5,"A 1 5 0","DSUDU"
hex,4,1,5,"A 3 0 4","DDUDU"
hex,4,1,5,"A 4 1 1","DDDUU"
hex,4,1,5,"A 4 1 8","DDUDU"
hex,4,1,5,"A 8 4 2","DSSUS"
hex,4,1,5,"A 8 5 0","DSUDU"
hex,4,1,5,"A A 1 0","DSSUS"
hex,4,1,5,"A C 0 1","DUDUS"
hex,4,1,5,"B 0 0 6","DUDUS"
hex,4,1,5,"B 1 0 4","DDDUU"
hex,4,1,5,"C 0 0 7","DSSSU"
hex,4,1,5,"C 0 1 A","DUDUS"
hex,4,1,5,"C 1 2 8","DDUDU"
hex,4,1,5,"C 4 1 2","DDDUU"
hex,4,1,5,"C 5 2 0","DDUDU"
hex,4,1,5,"D 2 0 8","DDDUU"
hex,4,1,5,"D 6 0 0","DUDUS"
hex,4,1,5,"E 0 0 3","DSSSU"
hex,4,1,5,"F 0 0 1","DSSSU"
hex,4,1,5,"F 8 0 0","DSSSU"
hex,4,1,6,"0 0 3 F","DSSSSU"
hex,4,1,6,"0 0 5 F","DDSSSU"
hex,4,1,6,"0 0 6 F","DSSUDU"
hex,4,1,6,"0 0 7 7","DSUDSU"
hex,4,1,6,"0 0 7 B","DSSUDU"
hex,4,1,6,"0 0 7 D","DDSSSU"
hex,4,1,6,"0 0 7 E","DSSSSU"
hex,4,1,6,"0 0 9 F","DDSSSU"
hex,4,1,6,"0 0 B E","DDSSSU"
hex,4,1,6,"0 0 C F","DSSUDU"
hex,4,1,6,"0 0 D E","DSSUDU"
hex,4,1,6,"0 0 E 7","DSUDSU"
hex,4,1,6,"0 0 E E","DSUDSU"
hex,4,1,6,"0 0 F 3","DSSUDU"
hex,4,1,6,"0 0 F 6","DSSUDU"
hex,4,1,6,"0 0 F 9","DDSSSU"
hex,4,1,6,"0 0 F A","DDSSSU"
hex,4,1,6,"0 0 F C","DSSSSU"
hex,4,1,6,"0 1 3 E","DDSSSU"
hex,4,1,6,"0 1 7 C","DDSSSU"
hex,4,1,6,"0 1 9 E","DSSUDU"
hex,4,1,6,"0 1 B C","DSSUDU"
hex,4,1,6,"0 1 C E","DSUDSU"
hex,4,1,6,"0 1 D C","DSUDSU"
hex,4,1,6,"0 1 E 6","DSSUDU"
hex,4,1,6,"0 1 E C","DSSUDU"
hex,4,1,6,"0 1 F 2","DDSSSU"
hex,4,1,6,"0 1 F 4","DDSSSU"
hex,4,1,6,"0 1 F 8","DSSSSU"
hex,4,1,6,"0 2 7 C","DDSSSU"
hex,4,1,6,"0 2 A D","DDUSSU"
hex,4,1,6,"0 2 B 5","DSDUSU"
hex,4,1,6,"0 2 D 5","DDUSSU"
hex,4,1,6,"0 2 F 8","DDSSSU"
hex,4,1,6,"0 3 3 C","DSSUDU"
hex,4,1,6,"0 3 7 8","DSSUDU"
hex,4,1,6,"0 3 9 C","DSUDSU"
hex,4,1,6,"0 3 B 8","DSUDSU"
hex,4,1,6,"0 3 C C","DSSUDU"
hex,4,1,6,"0 3 D 8","DSSUDU"
hex,4,1,6,"0 3 E 4","DDSSSU"
hex,4,1,6,"0 3 E 8","DDSSSU"
hex,4,1,6,"0 3 F 0","DSSSSU"
hex,4,1,6,"0 4 F 8","DDSSSU"
hex,4,1,6,"0 5 5 A","DDUSSU"
hex,4,1,6,"0 5 6 A","DSDUSU"
hex,4,1,6,"0 5 A A","DDUSSU"
hex,4,1,6,"0 5 F 0","DDSSSU"
hex,4,1,6,"0 6 7 8","DSSUDU"
hex,4,1,6,"0 6 F 0","DSSUDU"
hex,4,1,6,"0 7 3 8","DSUDSU"
hex,4,1,6,"0 7 7 0","DSUDSU"
hex,4,1,6,"0 7 9 8","DSSUDU"
hex,4,1,6,"0 7 B 0","DSSUDU"
hex,4,1,6,"0 7 C 8","DDSSSU"
hex,4,1,6,"0 7 D 0","DDSSSU"
hex,4,1,6,"0 7 E 0","DSSSSU"
hex,4,1,6,"0 9 F 0","DDSSSU"
hex,4,1,6,"0 A 5 5","DSSUDU"
hex,4,1,6,"0 A 9 5","DSUDSU"
hex,4,1,6,"0 A A 5","DSSUDU"
hex,4,1,6,"0 A B 4","DDUSSU"
hex,4,1,6,"0 A D 4","DSDUSU"
hex,4,1,6,"0 B 5 4","DDUSSU"
hex,4,1,6,"0 B E 0","DDSSSU"
hex,4,1,6,"0 C F 0","DSSUDU"
hex,4,1,6,"0 D E 0","DSSUDU"
hex,4,1,6,"0 E 7 0","DSUDSU"
hex,4,1,6,"0 E E 0","DSUDSU"
hex,4,1,6,"0 F 3 0","DSSUDU"
hex,4,1,6,"0 F 6 0","DSSUDU"
hex,4,1,6,"0 F 9 0","DDSSSU"
hex,4,1,6,"0 F A 0","DDSSSU"
hex,4,1,6,"0 F C 0","DSSSSU"
hex,4,1,6,"1 3 E 0","DDSSSU"
hex,4,1,6,"1 4 A A","DSSUDU"
hex,4,1,6,"1 5 2 A","DSUDSU"
hex,4,1,6,"1 5 4 A","DSSUDU"
hex,4,1,6,"1 5 6 8","DDUSSU"
hex,4,1,6,"1 5 A 8","DSDUSU"
hex,4,1,6,"1 6 A 8","DDUSSU"
hex,4,1,6,"1 7 C 0","DDSSSU"
hex,4,1,6,"1 9 E 0","DSSUDU"
hex,4,1,6,"1 B C 0","DSSUDU"
hex,4,1,6,"1 C E 0","DSUDSU"
hex,4,1,6,"1 D C 0","DSUDSU"
hex,4,1,6,"1 E 6 0","DSSUDU"
hex,4,1,6,"1 E C 0","DSSUDU"
hex,4,1,6,"1 F 2 0","DDSSSU"
hex,4,1,6,"1 F 4 0","DDSSSU"
hex,4,1,6,"1 F 8 0","DSSSSU"
